image_name,top,bottom,left,right,center,center_clear,all_noise
01991.jpg,21.928915977478027,20.44133424758911,21.06405973434448,21.785776615142822,22.30617046356201,21.6683316230774,21.422693729400635
01016.jpg,21.27092838287353,20.944390296936035,20.410633087158203,20.670912265777588,21.24847888946533,20.390186309814453,20.35292625427246
00507.jpg,21.30079030990601,20.87798357009888,20.903029441833496,20.57767391204834,21.16658926010132,20.87296962738037,20.61388254165649
00363.jpg,22.005536556243896,21.21112585067749,22.390382289886475,21.66756153106689,21.686782836914062,21.50946617126465,20.84491729736328
01954.jpg,20.74887752532959,20.48036336898804,21.032307147979736,20.586812496185303,20.54109573364257,20.925416946411133,20.241706371307373
00775.jpg,19.777398109436035,19.72200632095337,19.25082325935364,20.23698568344116,20.2734375,19.71029758453369,19.775145053863525
00120.jpg,21.071312427520752,21.434133052825928,20.83734035491944,20.934317111969,20.578038692474365,20.87963819503784,20.539546012878414
00659.jpg,21.723952293396,20.839436054229736,21.285204887390137,21.47674322128296,21.21724843978882,20.75058460235596,20.67078113555908
01201.jpg,20.23939847946167,20.65627098083496,19.199172258377075,21.27569913864136,20.58391094207764,20.767667293548584,20.41754961013794
00682.jpg,20.113844871521,20.17271041870117,19.745376110076904,19.65962290763855,20.460031032562256,19.832357168197632,19.65733051300049
01689.jpg,20.9171462059021,20.957109928131104,20.730347633361816,21.23888731002808,21.01043462753296,20.72469472885132,20.39624691009521
00869.jpg,21.333138942718502,21.39606714248657,21.333348751068115,21.44041538238525,22.162556648254395,21.182899475097656,20.740821361541748
00323.jpg,21.067943572998047,21.141278743743896,20.807042121887207,20.881385803222656,21.019763946533203,20.007073879241943,19.685922861099243
00318.jpg,22.32583522796631,21.55557632446289,21.76722764968872,21.16480827331543,21.36551141738892,21.970648765563965,21.6794228553772
00560.jpg,21.37726783752441,21.3765287399292,21.4678168296814,21.69400453567505,21.82705402374268,21.31907224655152,20.93634605407715
00597.jpg,21.979541778564453,21.10102891921997,20.61052322387696,21.4245343208313,21.63768529891968,21.40326499938965,21.06346607208252
01364.jpg,20.60864210128784,20.91826200485229,21.024808883666992,20.997765064239506,21.063830852508545,20.30064821243286,20.12910842895508
01185.jpg,20.91169595718384,20.71338653564453,20.670206546783447,20.17563343048096,20.686039924621586,20.637431144714355,20.17191171646118
01710.jpg,20.27360200881958,20.94297885894776,20.63532590866089,20.567452907562256,20.570507049560547,19.63392734527588,19.09848570823669
01347.jpg,21.11488342285156,20.38904190063477,20.36975145339965,20.54889440536499,20.983569622039795,20.22871255874633,20.14693260192871
00962.jpg,20.322906970977783,20.34267902374268,20.906741619110107,19.93056893348694,20.015733242034912,20.457589626312256,20.15265703201294
00038.jpg,20.24225950241089,20.72993278503418,20.4010272026062,20.18986701965332,20.53196907043457,19.85258340835572,19.76068139076233
01335.jpg,22.44590282440185,21.37477397918701,22.660367488861084,22.077901363372803,22.564828395843502,21.90732955932617,21.474761962890625
00708.jpg,20.93616008758545,20.605297088623047,17.857775688171387,20.70793390274048,21.62397623062133,20.66227674484253,20.487699508666992
00556.jpg,21.127159595489506,19.43765163421631,20.65770149230957,20.68721055984497,21.17429494857788,20.086865425109863,19.95156764984131
00506.jpg,21.21939182281494,20.91475009918213,21.4014220237732,21.02713108062744,21.56466007232666,21.127424240112305,20.441033840179443
00287.jpg,21.1328649520874,20.7192611694336,20.635979175567627,21.150236129760746,20.68243265151977,21.42453670501709,21.17494106292725
01931.jpg,19.213157892227173,20.687291622161865,21.208178997039795,21.26995086669922,20.70363759994507,20.63345670700073,20.294649600982662
00321.jpg,20.5290961265564,20.103700160980225,21.1116361618042,20.388293266296387,20.93684673309326,20.246734619140625,19.960240125656128
00093.jpg,20.02399682998657,20.840771198272705,20.830962657928467,21.439995765686035,20.93931674957276,19.777631759643555,19.708174467086792
01367.jpg,18.98314833641052,19.66963768005371,19.88518476486206,18.7199068069458,19.41667556762696,18.79302263259888,18.678207397460938
00707.jpg,21.76537275314331,20.514111518859863,21.6131591796875,21.471221446990967,21.98397159576416,21.761269569396973,21.267740726470947
01759.jpg,19.99404072761536,20.08881092071533,19.89014267921448,19.64567303657532,20.19126415252685,19.486008882522583,19.29339289665222
00913.jpg,21.146466732025143,20.647094249725345,21.27924680709839,19.27183508872986,21.66470766067505,20.403084754943848,20.150818824768063
01929.jpg,20.64751148223877,20.914788246154785,21.186113357543945,21.18340253829956,21.76375150680542,20.792696475982662,20.59868574142456
00378.jpg,20.875391960144043,19.70172762870789,20.33286571502685,20.50713300704956,20.144965648651123,20.804564952850345,20.206644535064697
00299.jpg,21.40564680099488,21.71421766281128,21.16164922714233,21.79600954055786,21.74223184585572,21.11634016036988,20.747487545013428
01873.jpg,20.81516742706299,21.139791011810303,21.317951679229736,21.33848667144776,21.38984441757202,20.60256719589233,20.18240451812744
00306.jpg,19.25086736679077,19.54402089118957,20.087978839874268,19.821648597717285,20.22251605987549,19.1321063041687,18.866654634475708
01539.jpg,20.33766269683838,19.55527186393737,20.611553192138672,20.00518798828125,20.506925582885746,19.88324880599976,19.720922708511356
00480.jpg,19.10239100456237,19.10838842391968,19.74364280700684,19.44350838661194,19.97482657432556,19.16023969650269,19.105725288391117
01433.jpg,20.858678817749023,21.391608715057373,20.57014942169189,21.23079538345337,21.68769359588623,20.56849479675293,20.198097229003903
00832.jpg,21.058037281036377,21.43017053604126,21.77396059036255,21.79141521453857,21.90401077270508,21.32201194763184,20.81928014755249
01600.jpg,21.901113986969,21.858031749725345,21.955993175506592,21.54616117477417,22.178003787994385,21.619372367858887,21.515426635742188
01584.jpg,19.97868061065674,19.98033761978149,20.09938955307007,20.57269811630249,20.550425052642822,20.16136646270752,19.819201231002808
00646.jpg,20.51417112350464,20.549180507659912,20.847885608673096,20.16188144683838,20.97298145294189,19.809690713882446,19.46027994155884
00729.jpg,20.09690761566162,20.12002468109131,20.317566394805908,20.01297950744629,20.323071479797363,19.98931884765625,19.664108753204346
01774.jpg,21.02665662765503,20.38701295852661,20.73045015335083,20.318751335144043,21.105823516845703,20.366320610046387,20.190448760986328
00431.jpg,19.841192960739136,20.04090070724488,20.476131439208984,20.17417907714844,20.786139965057373,19.65001225471497,19.376702308654785
00500.jpg,20.77826738357544,20.748186111450195,20.661511421203613,20.83669900894165,20.592639446258545,20.572121143341064,20.27141571044922
01626.jpg,20.98578691482544,20.84846019744873,21.325817108154297,21.07755184173584,21.68912172317505,20.753331184387207,20.36439657211304
01135.jpg,19.91614460945129,20.18846035003662,19.843885898590088,19.5627510547638,20.446341037750244,19.16685938835144,19.011051654815677
01405.jpg,20.401713848114014,20.271990299224854,20.56068658828736,20.75139284133911,20.52769899368286,20.38825750350952,20.124025344848636
00268.jpg,22.73073673248291,22.00956344604492,23.088324069976807,22.03012466430664,22.636988162994385,22.7258038520813,21.81323528289795
01768.jpg,20.41037082672119,19.91310715675354,20.83292961120605,20.19709348678589,20.64952850341797,19.891732931137085,19.670919179916385
01720.jpg,19.362659454345703,19.59918618202209,19.363197088241577,19.18179035186768,19.720643758773804,19.94906783103943,19.804706573486328
01680.jpg,20.38583517074585,20.04836082458496,20.145375728607178,20.78642845153809,20.62699317932129,20.071675777435303,20.02969980239868
01419.jpg,20.94707489013672,20.77077865600586,20.0126051902771,21.306092739105225,21.60974264144897,21.09968662261963,20.69115400314331
00092.jpg,19.84439969062805,21.068055629730225,20.765960216522217,20.68466424942017,20.546553134918213,19.976508617401123,19.759411811828613
01846.jpg,19.75585460662841,18.598217964172363,19.9226975440979,19.69831943511963,19.62764620780945,19.150758981704712,18.991854190826416
01564.jpg,21.56123638153076,21.08647584915161,21.558258533477783,21.133394241333008,21.8215560913086,21.302409172058105,20.97393751144409
01267.jpg,19.95762825012207,19.87667560577393,19.663512706756592,20.231246948242188,20.396604537963867,20.269346237182617,19.52044367790222
00077.jpg,20.9332537651062,20.397605895996094,21.365206241607662,21.15398406982422,20.9048080444336,21.016685962677,20.554699897766117
01989.jpg,20.58685779571533,20.36648988723755,20.79373359680176,20.86389303207397,20.5130934715271,20.03436088562012,19.54341173171997
00376.jpg,20.16317129135132,19.052575826644897,20.05764961242676,19.84648704528809,19.230899810791016,19.92083311080933,19.9905264377594
01115.jpg,19.20359253883361,19.78520512580872,19.853595495224,20.612146854400635,21.05198621749878,18.559879064559937,18.6214280128479
01688.jpg,20.307538509368896,20.80559015274048,20.273079872131348,20.41013479232788,20.791189670562744,20.12579917907715,19.919391870498657
01019.jpg,19.672508239746094,20.27350902557373,19.76195693016052,20.886318683624268,20.72869777679444,19.586715698242188,19.3272864818573
01414.jpg,20.04513025283813,19.468553066253666,19.8284125328064,19.840869903564453,19.80066657066345,20.0806736946106,19.804141521453857
01346.jpg,22.50399112701416,22.417128086090088,22.26186990737915,22.509005069732662,21.990883350372314,22.19123363494873,21.958250999450684
